文件名,类别,翻译类别名,样本名称,名称翻译,采集时间
BALTIC SHIELD - PROTEROZOIC.csv,Intraplate_Volcanics,板内火山岩,BALTIC SHIELD PROTEROZOIC,,10/13/2021 
BANGWEULU BLOCK IRUMIDE BELT.csv,Intraplate_Volcanics,板内火山岩,BANGWEULU BLOCK IRUMIDE BELT,,10/13/2021 
BASTAR CRATON MESOZOIC.csv,Intraplate_Volcanics,板内火山岩,BASTAR CRATON MESOZOIC,,10/13/2021 
BASTAR CRATON PROTEROZOIC.csv,Intraplate_Volcanics,板内火山岩,BASTAR CRATON PROTEROZOIC,,10/13/2021 
BERING SEA BASALT PROVINCE - CENOZOIC.csv,Intraplate_Volcanics,板内火山岩,BERING SEA BASALT PROVINCE CENOZOIC,,10/13/2021 
BORBOREMA PROVINCE.csv,Intraplate_Volcanics,板内火山岩,BORBOREMA PROVINCE,,10/13/2021 
CALEDONIDES.csv,Intraplate_Volcanics,板内火山岩,CALEDONIDES,,10/13/2021 
CANADIAN SHIELD CENOZOIC.csv,Intraplate_Volcanics,板内火山岩,CANADIAN SHIELD CENOZOIC,,10/13/2021 
CANADIAN SHIELD MESOZOIC.csv,Intraplate_Volcanics,板内火山岩,CANADIAN SHIELD MESOZOIC,,10/13/2021 
CANADIAN SHIELD PALEOZOIC.csv,Intraplate_Volcanics,板内火山岩,CANADIAN SHIELD PALEOZOIC,,10/13/2021 
CANADIAN SHIELD PROTEROZOIC.csv,Intraplate_Volcanics,板内火山岩,CANADIAN SHIELD PROTEROZOIC,,10/13/2021 
CARPATHIAN BELT AND PANNONIAN BASIN.csv,Intraplate_Volcanics,板内火山岩,CARPATHIAN BELT AND PANNONIAN BASIN,,10/13/2021 
CENTRAL AFRICAN FOLD BELT.csv,Intraplate_Volcanics,板内火山岩,CENTRAL AFRICAN FOLD BELT,,10/13/2021 
CENTRAL ASIAN FOLDBELT - CENOZOIC QUATERNARY part1.csv,Intraplate_Volcanics,板内火山岩,CENTRAL ASIAN FOLDBELT CENOZOIC QUATERNARY part1,,10/13/2021 
CENTRAL ASIAN FOLDBELT - CENOZOIC QUATERNARY part2.csv,Intraplate_Volcanics,板内火山岩,CENTRAL ASIAN FOLDBELT CENOZOIC QUATERNARY part2,,10/13/2021 
CENTRAL ASIAN FOLDBELT - MESOZOIC part1.csv,Intraplate_Volcanics,板内火山岩,CENTRAL ASIAN FOLDBELT MESOZOIC part1,,10/13/2021 
CENTRAL ASIAN FOLDBELT - MESOZOIC part2.csv,Intraplate_Volcanics,板内火山岩,CENTRAL ASIAN FOLDBELT MESOZOIC part2,,10/13/2021 
CENTRAL ASIAN FOLDBELT - PALEOZOIC part1.csv,Intraplate_Volcanics,板内火山岩,CENTRAL ASIAN FOLDBELT PALEOZOIC part1,,10/13/2021 
CENTRAL ASIAN FOLDBELT - PALEOZOIC part2.csv,Intraplate_Volcanics,板内火山岩,CENTRAL ASIAN FOLDBELT PALEOZOIC part2,,10/13/2021 
CENTRAL ASIAN FOLDBELT - PROTEROZOIC.csv,Intraplate_Volcanics,板内火山岩,CENTRAL ASIAN FOLDBELT PROTEROZOIC,,10/13/2021 
CENTRAL INDIAN TECTONIC ZONE.csv,Intraplate_Volcanics,板内火山岩,CENTRAL INDIAN TECTONIC ZONE,,10/13/2021 
CIRCUM-PARANA ALKALINE VOLCANIC PROVINCES - CENOZOIC.csv,Intraplate_Volcanics,板内火山岩,CIRCUM PARANA ALKALINE VOLCANIC PROVINCE CENOZOIC,,10/13/2021 
CIRCUM-PARANA ALKALINE VOLCANIC PROVINCES - MESOZOIC.csv,Intraplate_Volcanics,板内火山岩,CIRCUM PARANA ALKALINE VOLCANIC PROVINCE MESOZOIC,,10/13/2021 
CIRCUM-PARANA ALKALINE VOLCANIC PROVINCES - PROTEROZOIC.csv,Intraplate_Volcanics,板内火山岩,CIRCUM PARANA ALKALINE VOLCANIC PROVINCE PROTEROZOIC,,10/13/2021 
COLORADO PLATEAU.csv,Intraplate_Volcanics,板内火山岩,COLORADO PLATEAU,,10/13/2021 
CONGO CRATON.csv,Intraplate_Volcanics,板内火山岩,CONGO CRATON,,10/13/2021 
DAMARA OROGEN.csv,Intraplate_Volcanics,板内火山岩,DAMARA OROGEN,,10/13/2021 
DARFUR DOME VOLCANIC PROVINCE SUDAN.csv,Intraplate_Volcanics,板内火山岩,DARFUR DOME VOLCANIC PROVINCE SUDAN,,10/13/2021 
DHARWAR CRATON MESOZOIC.csv,Intraplate_Volcanics,板内火山岩,DHARWAR CRATON MESOZOIC,,10/13/2021 
DHARWAR CRATON PROTEROZOIC.csv,Intraplate_Volcanics,板内火山岩,DHARWAR CRATON PROTEROZOIC,,10/13/2021 
DINARIDES.csv,Intraplate_Volcanics,板内火山岩,DINARIDES,,10/13/2021 
EAST SAHARA SWELL - CRETACEOUS.csv,Intraplate_Volcanics,板内火山岩,EAST SAHARA SWELL CRETACEOUS,,10/13/2021 
EQUATORIAL AFRICAN CRATON.csv,Intraplate_Volcanics,板内火山岩,EQUATORIAL AFRICAN CRATON,,10/13/2021 
ETHIOPIAN PLATEAU.csv,Intraplate_Volcanics,板内火山岩,ETHIOPIAN PLATEAU,,10/13/2021 
EUROPEAN OROGENIC BELT - CENOZOIC QUATERNARY.csv,Intraplate_Volcanics,板内火山岩,EUROPEAN OROGENIC BELT CENOZOIC QUATERNARY,,10/13/2021 
EUROPEAN OROGENIC BELT - MESOZOIC.csv,Intraplate_Volcanics,板内火山岩,EUROPEAN OROGENIC BELT MESOZOIC,,10/13/2021 
EUROPEAN OROGENIC BELT - PALEOZOIC.csv,Intraplate_Volcanics,板内火山岩,EUROPEAN OROGENIC BELT PALEOZOIC,,10/13/2021 
EUROPEAN OROGENIC BELT - PROTEROZOIC.csv,Intraplate_Volcanics,板内火山岩,EUROPEAN OROGENIC BELT PROTEROZOIC,,10/13/2021 
GREAT METEOR OR NEW ENGLAND HOTSPOT TRACK OR CONT.csv,Intraplate_Volcanics,板内火山岩,GREAT METEOR OR NEW ENGLAND HOTSPOT TRACK OR CONT,,10/13/2021 
HELLENIDES.csv,Intraplate_Volcanics,板内火山岩,HELLENIDES,,10/13/2021 
ILLINOIS-KENTUCKY FLUORSPAR DISTRICT.csv,Intraplate_Volcanics,板内火山岩,ILLINOIS KENTUCKY FLUORSPAR DISTRICT,,10/13/2021 
KAAPVAAL CRATON MESOZOIC.csv,Intraplate_Volcanics,板内火山岩,KAAPVAAL CRATON MESOZOIC,,10/13/2021 
KAAPVAAL CRATON PALEOZOIC.csv,Intraplate_Volcanics,板内火山岩,KAAPVAAL CRATON PALEOZOIC,,10/13/2021 
KAAPVAAL CRATON PROTEROZOIC.csv,Intraplate_Volcanics,板内火山岩,KAAPVAAL CRATON PROTEROZOIC,,10/13/2021 
KASAI SHIELD MESOZOIC.csv,Intraplate_Volcanics,板内火山岩,KASAI SHIELD MESOZOIC,,10/13/2021 
KATANGAN BASIN.csv,Intraplate_Volcanics,板内火山岩,KATANGAN BASIN,,10/13/2021 
KIBARAN BELT.csv,Intraplate_Volcanics,板内火山岩,KIBARAN BELT,,10/13/2021 
KLAMATH MOUNTAINS.csv,Intraplate_Volcanics,板内火山岩,KLAMATH MOUNTAINS,,10/13/2021 
LIBYA.csv,Intraplate_Volcanics,板内火山岩,LIBYA,,10/13/2021 
LIMPOPO BELT.csv,Intraplate_Volcanics,板内火山岩,LIMPOPO BELT,,10/13/2021 
MADAGASCAR - CENOZOIC QUATERNARY.csv,Intraplate_Volcanics,板内火山岩,MADAGASCAR CENOZOIC QUATERNARY,,10/13/2021 
MADAGASCAR - PALEOZOIC.csv,Intraplate_Volcanics,板内火山岩,MADAGASCAR PALEOZOIC,,10/13/2021 
MADAGASCAR - PROTEROZOIC.csv,Intraplate_Volcanics,板内火山岩,MADAGASCAR PROTEROZOIC,,10/13/2021 
MADAGASCAR SEYCHELLES PROTEROZOIC.csv,Intraplate_Volcanics,板内火山岩,MADAGASCAR SEYCHELLEPROTEROZOIC,,10/13/2021 
MAKKOVIK-KETILIDIAN OROGENIC BELT.csv,Intraplate_Volcanics,板内火山岩,MAKKOVIK KETILIDIAN OROGENIC BELT,,10/13/2021 
MAURITANIDES OROGEN.csv,Intraplate_Volcanics,板内火山岩,MAURITANIDEOROGEN,,10/13/2021 
MIDCONTINENT US KIMBERLITE-CARBONATITE PROVINCE.csv,Intraplate_Volcanics,板内火山岩,MIDCONTINENT UKIMBERLITE CARBONATITE PROVINCE,,10/13/2021 
MOZAMBIQUE MOBILE BELT.csv,Intraplate_Volcanics,板内火山岩,MOZAMBIQUE MOBILE BELT,,10/13/2021 
MUNSTER BASIN.csv,Intraplate_Volcanics,板内火山岩,MUNSTER BASIN,,10/13/2021 
NAGSSUGTOQIDIAN MOBILE BELT.csv,Intraplate_Volcanics,板内火山岩,NAGSSUGTOQIDIAN MOBILE BELT,,10/13/2021 
NAGSSUGTOQIDIAN OROGEN BELT.csv,Intraplate_Volcanics,板内火山岩,NAGSSUGTOQIDIAN OROGEN BELT,,10/13/2021 
NAMAQUALAND NATAL BELT CENOZOIC.csv,Intraplate_Volcanics,板内火山岩,NAMAQUALAND NATAL BELT CENOZOIC,,10/13/2021 
NAMAQUALAND NATAL BELT MESOZOIC.csv,Intraplate_Volcanics,板内火山岩,NAMAQUALAND NATAL BELT MESOZOIC,,10/13/2021 
NAMAQUALAND NATAL BELT PALEOZOIC.csv,Intraplate_Volcanics,板内火山岩,NAMAQUALAND NATAL BELT PALEOZOIC,,10/13/2021 
NAMAQUALAND NATAL BELT PROTEROZOIC.csv,Intraplate_Volcanics,板内火山岩,NAMAQUALAND NATAL BELT PROTEROZOIC,,10/13/2021 
NEW ZEALAND.csv,Intraplate_Volcanics,板内火山岩,NEW ZEALAND,,10/13/2021 
NORTH AMERICAN CORDILLERA - CENOZOIC-QUATERNARY.csv,Intraplate_Volcanics,板内火山岩,NORTH AMERICAN CORDILLERA CENOZOIC QUATERNARY,,10/13/2021 
NORTH AMERICAN CORDILLERA - MESOZOIC.csv,Intraplate_Volcanics,板内火山岩,NORTH AMERICAN CORDILLERA MESOZOIC,,10/13/2021 
NORTH AMERICAN CORDILLERA - PALEOZOIC.csv,Intraplate_Volcanics,板内火山岩,NORTH AMERICAN CORDILLERA PALEOZOIC,,10/13/2021 
NORTH AMERICAN CORDILLERA - PROTEROZOIC.csv,Intraplate_Volcanics,板内火山岩,NORTH AMERICAN CORDILLERA PROTEROZOIC,,10/13/2021 
NORTH ATLANTIC CRATON MESOZOIC.csv,Intraplate_Volcanics,板内火山岩,NORTH ATLANTIC CRATON MESOZOIC,,10/13/2021 
NORTH ATLANTIC CRATON PALEOZOIC.csv,Intraplate_Volcanics,板内火山岩,NORTH ATLANTIC CRATON PALEOZOIC,,10/13/2021 
NORTH ATLANTIC CRATON PROTEROZOIC.csv,Intraplate_Volcanics,板内火山岩,NORTH ATLANTIC CRATON PROTEROZOIC,,10/13/2021 
OKHOTSK-CHUKOTKA ARC.csv,Intraplate_Volcanics,板内火山岩,OKHOTSK CHUKOTKA ARC,,10/13/2021 
OLKHON TERRANE.csv,Intraplate_Volcanics,板内火山岩,OLKHON TERRANE,,10/13/2021 
PAN-AFRICAN - BRASILIANO BELTS.csv,Intraplate_Volcanics,板内火山岩,PAN AFRICAN BRASILIANO BELTS,,10/13/2021 
PARAGUA CRATON.csv,Intraplate_Volcanics,板内火山岩,PARAGUA CRATON,,10/13/2021 
PARNAIBA SEDIMENTARY BASIN.csv,Intraplate_Volcanics,板内火山岩,PARNAIBA SEDIMENTARY BASIN,,10/13/2021 
PATAGONIA.csv,Intraplate_Volcanics,板内火山岩,PATAGONIA,,10/13/2021 
PENOKEAN OROGEN.csv,Intraplate_Volcanics,板内火山岩,PENOKEAN OROGEN,,10/13/2021 
RIBEIRA BELT.csv,Intraplate_Volcanics,板内火山岩,RIBEIRA BELT,,10/13/2021 
RIO DE LA PLATA CRATON.csv,Intraplate_Volcanics,板内火山岩,RIO DE LA PLATA CRATON,,10/13/2021 
SAHARAN METACRATON.csv,Intraplate_Volcanics,板内火山岩,SAHARAN METACRATON,,10/13/2021 
SAHARAN PLATFOM.csv,Intraplate_Volcanics,板内火山岩,SAHARAN PLATFOM,,10/13/2021 
SAO FRANCISCO CRATON PROTEROZOIC.csv,Intraplate_Volcanics,板内火山岩,SAO FRANCISCO CRATON PROTEROZOIC,,10/13/2021 
SAO LUIS CRATON CRATON PROTEROZOIC.csv,Intraplate_Volcanics,板内火山岩,SAO LUICRATON CRATON PROTEROZOIC,,10/13/2021 
SARMATIAN CRATON PALEOZOIC.csv,Intraplate_Volcanics,板内火山岩,SARMATIAN CRATON PALEOZOIC,,10/13/2021 
SARMATIAN CRATON PROTEROZOIC.csv,Intraplate_Volcanics,板内火山岩,SARMATIAN CRATON PROTEROZOIC,,10/13/2021 
SIBERIAN PLATFORM.csv,Intraplate_Volcanics,板内火山岩,SIBERIAN PLATFORM,,10/13/2021 
SIERRAS ARGENTINA.csv,Intraplate_Volcanics,板内火山岩,SIERRAARGENTINA,,10/13/2021 
SINGHBHUM CRATON.csv,Intraplate_Volcanics,板内火山岩,SINGHBHUM CRATON,,10/13/2021 
SRI LANKA.csv,Intraplate_Volcanics,板内火山岩,SRI LANKA,,10/13/2021 
SUL RIO GRANDENSE SHIELD PROTEROZOIC.csv,Intraplate_Volcanics,板内火山岩,SUL RIO GRANDENSE SHIELD PROTEROZOIC,,10/13/2021 
TANZANIA CRATON CENOZOIC QUATERNARY.csv,Intraplate_Volcanics,板内火山岩,TANZANIA CRATON CENOZOIC QUATERNARY,,10/13/2021 
TANZANIA CRATON PROTEROZOIC.csv,Intraplate_Volcanics,板内火山岩,TANZANIA CRATON PROTEROZOIC,,10/13/2021 
TOCANTINS PROVINCE.csv,Intraplate_Volcanics,板内火山岩,TOCANTINPROVINCE,,10/13/2021 
TRANS-HUDSON OROGEN.csv,Intraplate_Volcanics,板内火山岩,TRANS HUDSON OROGEN,,10/13/2021 
TRANS-PECOS MAGMATIC PROVINCE.csv,Intraplate_Volcanics,板内火山岩,TRANS PECOMAGMATIC PROVINCE,,10/13/2021 
TRANS-SAHARAN FOLD BELT.csv,Intraplate_Volcanics,板内火山岩,TRANS SAHARAN FOLD BELT,,10/13/2021 
TUAREG SHIELD.csv,Intraplate_Volcanics,板内火山岩,TUAREG SHIELD,,10/13/2021 
UBENDIAN BELT.csv,Intraplate_Volcanics,板内火山岩,UBENDIAN BELT,,10/13/2021 
UKRAINIAN SHIELD PALEOZOIC.csv,Intraplate_Volcanics,板内火山岩,UKRAINIAN SHIELD PALEOZOIC,,10/13/2021 
UKRAINIAN SHIELD PROTEROZOIC.csv,Intraplate_Volcanics,板内火山岩,UKRAINIAN SHIELD PROTEROZOIC,,10/13/2021 
URALS.csv,Intraplate_Volcanics,板内火山岩,URALS,,10/13/2021 
VERKHOYANSK-CHUKOTKA COLLISION ZONE.csv,Intraplate_Volcanics,板内火山岩,VERKHOYANSK CHUKOTKA COLLISION ZONE,,10/13/2021 
WEST AFRICAN CRATON.csv,Intraplate_Volcanics,板内火山岩,WEST AFRICAN CRATON,,10/13/2021 
WEST AFRICAN YOUNGER RING COMPLEXES.csv,Intraplate_Volcanics,板内火山岩,WEST AFRICAN YOUNGER RINGLEXES,,10/13/2021 
WYOMING CRATON.csv,Intraplate_Volcanics,板内火山岩,WYOMING CRATON,,10/13/2021 
YAVAPAI-MAZATZAL PROVINCE.csv,Intraplate_Volcanics,板内火山岩,YAVAPAI MAZATZAL PROVINCE,,10/13/2021 
ZAMBEZI BELT.csv,Intraplate_Volcanics,板内火山岩,ZAMBEZI BELT,,10/13/2021 
ZIMBABWE CRATON.csv,Intraplate_Volcanics,板内火山岩,ZIMBABWE CRATON,,10/13/2021 
ARGO ABYSSAL PLAIN;INDIAN OCEAN.csv,Ocean_Basin_Flood_Basalts,洋底盆地溢流玄武岩,ARGO ABYSSAL PLAIN;INDIAN OCEAN,,10/13/2021 
EAST MARIANA BASIN.csv,Ocean_Basin_Flood_Basalts,洋底盆地溢流玄武岩,EAST MARIANA BASIN,,10/13/2021 
NAURU BASIN.csv,Ocean_Basin_Flood_Basalts,洋底盆地溢流玄武岩,NAURU BASIN,,10/13/2021 
PANAMA BASIN.csv,Ocean_Basin_Flood_Basalts,洋底盆地溢流玄武岩,PANAMA BASIN,,10/13/2021 
PIGAFETTA BASIN.csv,Ocean_Basin_Flood_Basalts,洋底盆地溢流玄武岩,PIGAFETTA BASIN,,10/13/2021 
WHARTON BASIN.csv,Ocean_Basin_Flood_Basalts,洋底盆地溢流玄武岩,WHARTON BASIN,,10/13/2021 
AHU VOLCANIC FIELD.csv,Ocean_Island_Groups,洋岛成分,AHU VOLCANIC FIELD,,10/13/2021 
AMSTERDAM-ST PAUL.csv,Ocean_Island_Groups,洋岛成分,AMSTERDAM ST PAUL,,10/13/2021 
ASCENSION.csv,Ocean_Island_Groups,洋岛成分,ASCENSION,,10/13/2021 
AUSTRAL-COOK ISLANDS.csv,Ocean_Island_Groups,洋岛成分,AUSTRAL COOK ISLANDS,,10/13/2021 
AZORES.csv,Ocean_Island_Groups,洋岛成分,AZORES,,10/13/2021 
BALLENY ISLANDS.csv,Ocean_Island_Groups,洋岛成分,BALLENY ISLANDS,,10/13/2021 
BOUVET.csv,Ocean_Island_Groups,洋岛成分,BOUVET,,10/13/2021 
CAMEROON LINE.csv,Ocean_Island_Groups,洋岛成分,CAMEROON LINE,,10/13/2021 
CANARY ISLANDS.csv,Ocean_Island_Groups,洋岛成分,CANARY ISLANDS,,10/13/2021 
CAPE VERDE ISLANDS.csv,Ocean_Island_Groups,洋岛成分,CAPE VERDE ISLANDS,,10/13/2021 
CAROLINE ISLANDS.csv,Ocean_Island_Groups,洋岛成分,CAROLINE ISLANDS,,10/13/2021 
CHRISTMAS ISLAND SEAMOUNT PROVINCE.csv,Ocean_Island_Groups,洋岛成分,CHRISTMAISLAND SEAMOUNT PROVINCE,,10/13/2021 
COCOS ISLAND.csv,Ocean_Island_Groups,洋岛成分,COCOISLAND,,10/13/2021 
COMOROS.csv,Ocean_Island_Groups,洋岛成分,COMOROS,,10/13/2021 
CROZET ISLANDS.csv,Ocean_Island_Groups,洋岛成分,CROZET ISLANDS,,10/13/2021 
DESVENTURADOS ISLANDS.csv,Ocean_Island_Groups,洋岛成分,DESVENTURADOISLANDS,,10/13/2021 
EASTER SEAMOUNT CHAIN - SALAS Y GOMEZ RIDGE.csv,Ocean_Island_Groups,洋岛成分,EASTER SEAMOUNT CHAIN SALAY GOMEZ RIDGE,,10/13/2021 
FERNANDO DE NORONHA ARCHIPELAGO.csv,Ocean_Island_Groups,洋岛成分,FERNANDO DE NORONHA ARCHIPELAGO,,10/13/2021 
GALAPAGOS ISLANDS.csv,Ocean_Island_Groups,洋岛成分,GALAPAGOISLANDS,,10/13/2021 
GOUGH CHAIN.csv,Ocean_Island_Groups,洋岛成分,GOUGH CHAIN,,10/13/2021 
HAINAN ISLAND.csv,Ocean_Island_Groups,洋岛成分,HAINAN ISLAND,,10/13/2021 
HAWAIIAN-EMPEROR CHAIN.csv,Ocean_Island_Groups,洋岛成分,HAWAIIAN EMPEROR CHAIN,,10/13/2021 
HAWAIIAN ARCH VOLCANIC FIELDS.csv,Ocean_Island_Groups,洋岛成分,HAWAIIAN ARCH VOLCANIC FIELDS,,10/13/2021 
HAWAIIAN ISLANDS part1.csv,Ocean_Island_Groups,洋岛成分,HAWAIIAN ISLANDpart1,,10/13/2021 
HAWAIIAN ISLANDS part2.csv,Ocean_Island_Groups,洋岛成分,HAWAIIAN ISLANDpart2,,10/13/2021 
HEARD.csv,Ocean_Island_Groups,洋岛成分,HEARD,,10/13/2021 
ICELAND.csv,Ocean_Island_Groups,洋岛成分,ICELAND,,10/13/2021 
JAN MAYEN.csv,Ocean_Island_Groups,洋岛成分,JAN MAYEN,,10/13/2021 
JUAN FERNANDEZ ISLANDS.csv,Ocean_Island_Groups,洋岛成分,JUAN FERNANDEZ ISLANDS,,10/13/2021 
KERGUELEN.csv,Ocean_Island_Groups,洋岛成分,KERGUELEN,,10/13/2021 
MADEIRA ARCHIPELAGO.csv,Ocean_Island_Groups,洋岛成分,MADEIRA ARCHIPELAGO,,10/13/2021 
MARION ISLANDS.csv,Ocean_Island_Groups,洋岛成分,MARION ISLANDS,,10/13/2021 
MARQUESAS.csv,Ocean_Island_Groups,洋岛成分,MARQUESAS,,10/13/2021 
MASCARENE ISLANDS INCL REUNION.csv,Ocean_Island_Groups,洋岛成分,MASCARENE ISLANDINCL REUNION,,10/13/2021 
MCDONALD ISLANDS.csv,Ocean_Island_Groups,洋岛成分,MCDONALD ISLANDS,,10/13/2021 
PETER I ISLAND.csv,Ocean_Island_Groups,洋岛成分,PETER I ISLAND,,10/13/2021 
PITCAIRN-GAMBIER CHAIN.csv,Ocean_Island_Groups,洋岛成分,PITCAIRN GAMBIER CHAIN,,10/13/2021 
PRINCE EDWARD ISLANDS.csv,Ocean_Island_Groups,洋岛成分,PRINCE EDWARD ISLANDS,,10/13/2021 
REVILLAGIGEDO ARCHIPELAGO.csv,Ocean_Island_Groups,洋岛成分,REVILLAGIGEDO ARCHIPELAGO,,10/13/2021 
ROSS ISLAND.csv,Ocean_Island_Groups,洋岛成分,ROSISLAND,,10/13/2021 
SAMOAN ISLANDS.csv,Ocean_Island_Groups,洋岛成分,SAMOAN ISLANDS,,10/13/2021 
SCOTT ISLAND.csv,Ocean_Island_Groups,洋岛成分,SCOTT ISLAND,,10/13/2021 
SELVAGEN ISLANDS.csv,Ocean_Island_Groups,洋岛成分,SELVAGEN ISLANDS,,10/13/2021 
SOCIETY ISLANDS.csv,Ocean_Island_Groups,洋岛成分,SOCIETY ISLANDS,,10/13/2021 
ST HELENA CHAIN.csv,Ocean_Island_Groups,洋岛成分,ST HELENA CHAIN,,10/13/2021 
TRINDADE-VITORIA RISE.csv,Ocean_Island_Groups,洋岛成分,TRINDADE VITORIA RISE,,10/13/2021 
TRISTAN DA CUNHA GROUP.csv,Ocean_Island_Groups,洋岛成分,TRISTAN DA CUNHA GROUP,,10/13/2021 
TUAMOTU ISLANDS.csv,Ocean_Island_Groups,洋岛成分,TUAMOTU ISLANDS,,10/13/2021 
TUPA VOLCANIC FIELD.csv,Ocean_Island_Groups,洋岛成分,TUPA VOLCANIC FIELD,,10/13/2021 
UMU VOLCANIC FIELD.csv,Ocean_Island_Groups,洋岛成分,UMU VOLCANIC FIELD,,10/13/2021 
BERMUDA RISE.csv,Oceanic_Plateaus,洋底高原,BERMUDA RISE,,10/13/2021 
BRAZIL BASIN.csv,Oceanic_Plateaus,洋底高原,BRAZIL BASIN,,10/13/2021 
CAPE VERDE RISE.csv,Oceanic_Plateaus,洋底高原,CAPE VERDE RISE,,10/13/2021 
CARIBBEAN-COLOMBIAN PLATEAU.csv,Oceanic_Plateaus,洋底高原,CARIBBEAN COLOMBIAN PLATEAU,,10/13/2021 
CUVIER OR WALLABY PLATEAU.csv,Oceanic_Plateaus,洋底高原,CUVIER OR WALLABY PLATEAU,,10/13/2021 
HESS RISE.csv,Oceanic_Plateaus,洋底高原,HESRISE,,10/13/2021 
HIKURANGI PLATEAU.csv,Oceanic_Plateaus,洋底高原,HIKURANGI PLATEAU,,10/13/2021 
KERGUELEN PLATEAU.csv,Oceanic_Plateaus,洋底高原,KERGUELEN PLATEAU,,10/13/2021 
MAGELLAN RISE.csv,Oceanic_Plateaus,洋底高原,MAGELLAN RISE,,10/13/2021 
MANIHIKI PLATEAU.csv,Oceanic_Plateaus,洋底高原,MANIHIKI PLATEAU,,10/13/2021 
MASCARENE PLATEAU.csv,Oceanic_Plateaus,洋底高原,MASCARENE PLATEAU,,10/13/2021 
MATSUMAE PLATEAU.csv,Oceanic_Plateaus,洋底高原,MATSUMAE PLATEAU,,10/13/2021 
MAUD RISE.csv,Oceanic_Plateaus,洋底高原,MAUD RISE,,10/13/2021 
NATURALISTE PLATEAU.csv,Oceanic_Plateaus,洋底高原,NATURALISTE PLATEAU,,10/13/2021 
ONTONG JAVA.csv,Oceanic_Plateaus,洋底高原,ONTONG JAVA,,10/13/2021 
RIO GRANDE RISE.csv,Oceanic_Plateaus,洋底高原,RIO GRANDE RISE,,10/13/2021 
SAO PAULO PLATEAU.csv,Oceanic_Plateaus,洋底高原,SAO PAULO PLATEAU,,10/13/2021 
SHATSKY RISE.csv,Oceanic_Plateaus,洋底高原,SHATSKY RISE,,10/13/2021 
ANTARCTICA.csv,Rift_Volcanics,裂谷火山,ANTARCTICA,,10/13/2021 
APPALACHIANS.csv,Rift_Volcanics,裂谷火山,APPALACHIANS,,10/13/2021 
AUSTRALIA.csv,Rift_Volcanics,裂谷火山,AUSTRALIA,,10/13/2021 
BASIN AND RANGE - GREAT BASIN.csv,Rift_Volcanics,裂谷火山,BASIN AND RANGE GREAT BASIN,,10/13/2021 
EAST AFRICAN RIFT part1.csv,Rift_Volcanics,裂谷火山,EAST AFRICAN RIFT part1,,10/13/2021 
EAST AFRICAN RIFT part2.csv,Rift_Volcanics,裂谷火山,EAST AFRICAN RIFT part2,,10/13/2021 
GARDAR PROVINCE - GREENLAND.csv,Rift_Volcanics,裂谷火山,GARDAR PROVINCE GREENLAND,,10/13/2021 
GULF OF SUEZ RIFT.csv,Rift_Volcanics,裂谷火山,GULF OF SUEZ RIFT,,10/13/2021 
LATE CRETACEOUS IBERIAN IGNEOUS PROVINCE.csv,Rift_Volcanics,裂谷火山,LATE CRETACEOUIBERIAN IGNEOUPROVINCE,,10/13/2021 
MEXICAN BASIN AND RANGE.csv,Rift_Volcanics,裂谷火山,MEXICAN BASIN AND RANGE,,10/13/2021 
MID-AFRICAN RIFT SYSTEM.csv,Rift_Volcanics,裂谷火山,MID AFRICAN RIFT SYSTEM,,10/13/2021 
OMAN RIFT.csv,Rift_Volcanics,裂谷火山,OMAN RIFT,,10/13/2021 
OSLO-SKAGERRAK RIFT.csv,Rift_Volcanics,裂谷火山,OSLO SKAGERRAK RIFT,,10/13/2021 
RED SEA RIFT.csv,Rift_Volcanics,裂谷火山,RED SEA RIFT,,10/13/2021 
RIO GRANDE RIFT.csv,Rift_Volcanics,裂谷火山,RIO GRANDE RIFT,,10/13/2021 
ROSS OROGEN-TRANSANTARCTIC MOUNTAINS - CAMBRIAN.csv,Rift_Volcanics,裂谷火山,ROSOROGEN TRANSANTARCTIC MOUNTAIN CAMBRIAN,,10/13/2021 
SICILY CHANNEL RIFT.csv,Rift_Volcanics,裂谷火山,SICILY CHANNEL RIFT,,10/13/2021 
SORGENFREI-TORNQUIST ZONE - NORTH SEA VOLCANIC PROVINCE.csv,Rift_Volcanics,裂谷火山,SORGENFREI TORNQUIST ZONE NORTH SEA VOLCANIC PROVINCE,,10/13/2021 
SOUTHERN OKLAHOMA RIFT.csv,Rift_Volcanics,裂谷火山,SOUTHERN OKLAHOMA RIFT,,10/13/2021 
VILYUI RIFT.csv,Rift_Volcanics,裂谷火山,VILYUI RIFT,,10/13/2021 
s AEGEAN ARC.csv,Seamounts,海山成分,AEGEAN ARC,,10/13/2021 
s AEOLIAN ARC.csv,Seamounts,海山成分,AEOLIAN ARC,,10/13/2021 
s ALEUTIAN ARC.csv,Seamounts,海山成分,ALEUTIAN ARC,,10/13/2021 
s AMSTERDAM-ST PAUL.csv,Seamounts,海山成分,AMSTERDAM ST PAUL,,10/13/2021 
s ANEWETAK SEAMOUNT TRAIL.csv,Seamounts,海山成分,ANEWETAK SEAMOUNT TRAIL,,10/13/2021 
s AUSTRAL-COOK ISLANDS.csv,Seamounts,海山成分,AUSTRAL COOK ISLANDS,,10/13/2021 
s AZORES.csv,Seamounts,海山成分,AZORES,,10/13/2021 
